============================================================================================
ANSOFT                                                                              04/04/20
XY Plot 2                                                                           13:05:43

--------------------------------------------------------------------------------------------
        Freq [GHz]        re(S(1,1)) []        im(S(1,1)) []
14.300000000000001    0.236609272015143   -0.958732681865345
14.400000000000000    0.208398949165875   -0.965118808262862
14.500000000000000    0.180026517067796   -0.970673730819793
14.600000000000000    0.151515894720398   -0.975394024676218
14.699999999999999    0.122891028321876   -0.979276923567238
14.800000000000001    0.094175874288034   -0.982320316199285
14.900000000000000    0.065394382665499   -0.984522742197523
15.000000000000000    0.036570480954375   -0.985883387654803
15.100000000000000    0.007728058353320   -0.986402080313631
15.199999999999999   -0.021109049562076   -0.986079284413574
15.300000000000001   -0.049917075718980   -0.984916095237298
15.400000000000000   -0.078672335978757   -0.982914233389079
15.500000000000000   -0.107351243116238   -0.980076038840134
15.600000000000000   -0.135930320345292   -0.976404464775463
15.699999999999999   -0.164386214391711   -0.971903071277127
15.800000000000001   -0.192695708116916   -0.966576018878868
15.900000000000000   -0.220835732698564   -0.960428062026891
16.000000000000000   -0.248783379376741   -0.953464542481352
16.100000000000001   -0.276515910777014   -0.945691382692583
16.199999999999999   -0.304010771824236   -0.937115079185492
16.300000000000001   -0.331245600263596   -0.927742695984749
16.399999999999999   -0.358198236808072   -0.917581858112395
16.500000000000000   -0.384846734933902   -0.906640745188291
16.600000000000001   -0.411169370348385   -0.894928085162542
16.699999999999999   -0.437144650156724   -0.882453148207426
16.800000000000001   -0.462751321757143   -0.869225740794662
16.899999999999999   -0.487968381495900   -0.855256199981920
17.000000000000000   -0.512775083116143   -0.840555387930386
17.100000000000001   -0.537150946036808   -0.825134686672863
17.199999999999999   -0.561075763499927   -0.809005993149432
17.300000000000001   -0.584529610626734   -0.792181714524974
17.399999999999999   -0.607492852424913   -0.774674763800010
17.500000000000000   -0.629946151791141   -0.756498555723197
17.600000000000001   -0.651870477554668   -0.737667003010594
17.699999999999999   -0.673247112609277   -0.718194512873308
17.800000000000001   -0.694057662182113   -0.698095983851498
17.899999999999999   -0.714284062289219   -0.677386802948853
18.000000000000000   -0.733908588428267   -0.656082843057650
18.100000000000001   -0.752913864559850   -0.634200460660251
18.199999999999999   -0.771282872429037   -0.611756493788524
18.300000000000001   -0.788998961279053   -0.588768260218105
18.399999999999999   -0.806045858008825   -0.565253555869671
18.500000000000000   -0.822407677825672   -0.541230653384540
18.600000000000001   -0.838068935443663   -0.516718300836847
18.699999999999999   -0.853014556876963   -0.491735720539423
18.800000000000001   -0.867229891875947   -0.466302607895239
18.899999999999999   -0.880700727051994   -0.440439130240860
19.000000000000000   -0.893413299734348   -0.414165925623016
19.100000000000001   -0.905354312599705   -0.387504101443824
19.199999999999999   -0.916510949111703   -0.360475232904786
19.300000000000001   -0.926870889803769   -0.333101361174131
19.399999999999999   -0.936422329434215   -0.305404991196725
19.500000000000000   -0.945153995037617   -0.277409089060383
19.600000000000001   -0.953055164890883   -0.249137078827247
19.699999999999999   -0.960115688406264   -0.220612838733912
19.800000000000001   -0.966326006956747   -0.191860696659223
19.899999999999999   -0.971677175631869   -0.162905424754163
20.000000000000000   -0.976160885913871   -0.133772233124293
20.100000000000001   -0.979769489255406   -0.104486762451427
20.199999999999999   -0.982496021530618   -0.075075075438210
20.300000000000001   -0.984334228321420   -0.045563646956691
20.399999999999999   -0.985278590990098   -0.015979352780108
20.500000000000000   -0.985324353478215    0.013650543223965
20.600000000000001   -0.984467549759894    0.043298403561206
20.699999999999999   -0.982705031865295    0.072936233360305
20.800000000000001   -0.980034498377295    0.102535698524579
20.899999999999999   -0.976454523291184    0.132068145902330
21.000000000000000   -0.971964585113717    0.161504625588692
21.100000000000001   -0.966565096064106    0.190815915466491
21.199999999999999   -0.960257431225730    0.219972548086785
21.300000000000001   -0.953043957483484    0.248944839981652
21.399999999999999   -0.944928062068027    0.277702923492065
21.500000000000000   -0.935914180514762    0.306216781182357
21.600000000000001   -0.926007823832465    0.334456282899986
21.699999999999999   -0.915215604664168    0.362391225524602
21.800000000000001   -0.903545262211402    0.389991375434308
21.899999999999999   -0.891005685682440    0.417226513699097
22.000000000000000   -0.877606936015949    0.444066483991918
